iter	MultiClass
208	0.4814475351
209	0.4805934626
210	0.4799888095
211	0.4790375766
212	0.4781987609
213	0.4776977609
214	0.4769050629
215	0.4759731092
216	0.4757041786
217	0.4746406451
218	0.4739295204
219	0.4733519529
220	0.4728094165
221	0.4720130315
222	0.4711192847
223	0.4703469486
224	0.4691135999
225	0.4682267021
226	0.4675153889
227	0.4662403444
228	0.4656042645
229	0.4648080941
230	0.4640685154
231	0.4631823408
232	0.4626107288
233	0.4619534401
234	0.4610873211
235	0.4602423159
236	0.4596446134
237	0.4588574782
238	0.4580688201
239	0.457584583
240	0.4568983576
241	0.4560674397
242	0.4554060424
243	0.4547330321
244	0.453899182
245	0.4535097297
246	0.4530282939
247	0.4524750264
248	0.4517445565
249	0.4511551509
250	0.450479116
251	0.4490254039
252	0.448512253
253	0.4479517705
254	0.4471625551
255	0.4467862914
256	0.4460335968
257	0.4453029864
258	0.4447459719
259	0.4439884227
260	0.4434526059
261	0.4427048305
262	0.4420507251
263	0.4413324712
264	0.4404602089
265	0.4398597431
266	0.4394884267
267	0.4389274651
268	0.4380609674
269	0.4374750624
270	0.436490689
271	0.4361276687
272	0.4356869901
273	0.4351132328
274	0.4347315424
275	0.4337317471
276	0.4330140048
277	0.4325597624
278	0.4318364962
279	0.430748651
280	0.4299412941
281	0.4289659913
282	0.4282494671
283	0.4277366681
284	0.4268639208
285	0.4263540573
286	0.4257702444
287	0.4248807104
288	0.4244547618
289	0.4238972933
290	0.4232600517
291	0.4229634052
292	0.421835194
293	0.421319962
294	0.4206034452
295	0.4202089775
296	0.4196609765
297	0.4191273732
298	0.4183223372
299	0.4174556328
300	0.4169988025
301	0.4164765114
302	0.4157709538
303	0.4151485491
304	0.4142348594
305	0.4136337951
306	0.4128981764
307	0.4123045668
308	0.411657661
309	0.4111492264
310	0.4107985417
311	0.4101935218
312	0.409814273
313	0.4092590799
314	0.408662528
315	0.4082184297
316	0.4076448636
317	0.4066339275
318	0.4062062554
319	0.4055891171
320	0.4049540885
321	0.4043912841
322	0.4038751738
323	0.403237796
324	0.4029179625
325	0.4026179235
326	0.4023557111
327	0.401831058
328	0.4008576509
329	0.4003581048
330	0.3998044366
331	0.3994591708
332	0.3989972104
333	0.3985553728
334	0.3979444869
335	0.3972588691
336	0.3966882113
337	0.3961082019
338	0.3954041954
339	0.3948824056
340	0.3945479955
341	0.3941504962
342	0.3936059679
343	0.3930746862
344	0.3923772312
345	0.3917572267
346	0.3911703075
347	0.390373779
348	0.3899211906
349	0.3891668543
350	0.3888967691
351	0.3884165668
352	0.388152482
353	0.3878751574
354	0.3873425585
355	0.3870145734
356	0.3865308074
357	0.3860328708
358	0.3858710247
359	0.3851800621
360	0.3849725086
361	0.3845023409
362	0.3839807615
363	0.383453136
364	0.3830780687
365	0.382564782
366	0.381961991
367	0.3817191399
368	0.3813621777
369	0.3807922562
370	0.3802171809
371	0.3798404141
372	0.3793404943
373	0.3788924043
374	0.3784459376
375	0.3778563806
376	0.3772708432
377	0.3763448762
378	0.3760257444
379	0.3755935366
380	0.3750825788
381	0.3746402315
382	0.3741944381
383	0.3735981842
384	0.3733432114
385	0.3729840362
386	0.3726991862
387	0.3724744506
388	0.3721292956
389	0.3716186233
390	0.37141445
391	0.3711312444
392	0.3707793058
393	0.3705406484
394	0.3701470161
395	0.3695643589
396	0.3689806792
397	0.3682565932
398	0.3678823228
399	0.3671646221
400	0.3665602169
401	0.366181258
402	0.3656959228
403	0.3654899011
404	0.3651701114
405	0.3649852754
406	0.364538866
407	0.3641877562
408	0.3637972438
409	0.363407601
410	0.3629209502
411	0.3625047018
412	0.3619968181
413	0.3617616984
414	0.361346585
415	0.3607620403
416	0.3604580628
417	0.3601342908
418	0.3599934378
419	0.3596377427
420	0.3592551775
421	0.359016296
422	0.358671336
423	0.3583406322
424	0.3578705543
425	0.3576230997
426	0.3572850004
427	0.3564853701
428	0.3558718242
429	0.3553286586
430	0.3549819437
431	0.3546989234
432	0.3543475798
433	0.3540667669
434	0.3536361316
435	0.3532302934
436	0.3528864164
437	0.3527408053
438	0.3521299227
439	0.3513839016
440	0.3508936782
441	0.3506067551
442	0.3502114293
443	0.3498235937
444	0.3492363209
445	0.3489060297
446	0.3486067381
447	0.3480070754
448	0.3476592294
449	0.3472541285
450	0.3468775587
451	0.3465617874
452	0.346336373
453	0.3461818766
454	0.3458570473
455	0.3455413917
456	0.3452337764
457	0.344929151
458	0.3443309724
459	0.3439481214
460	0.3433108782
461	0.3430884405
462	0.3429410445
463	0.3425741043
464	0.3422462833
465	0.3417495361
466	0.3414493894
467	0.3410978268
468	0.3407964425
469	0.3406357849
470	0.3401668718
471	0.3398707348
472	0.3395943448
473	0.3390366179
474	0.3387525214
475	0.3380425367
476	0.3375182019
477	0.3370474127
478	0.3365948427
479	0.3364229163
480	0.3359750441
481	0.3357334536
482	0.335554033
483	0.3349423999
484	0.3346179068
485	0.3341992847
486	0.3339341336
487	0.3335334828
488	0.3332349727
489	0.3330020199
490	0.3326826874
491	0.3322441077
492	0.3316432723
493	0.3313110266
494	0.331061312
495	0.3306224272
496	0.330287172
497	0.3298032248
498	0.3295155864
499	0.3291313921
500	0.328795029
501	0.3284329366
502	0.3282308158
503	0.3278737621
504	0.3274089609
505	0.3269800199
506	0.3266938966
507	0.3263502832
508	0.326160624
509	0.3258129242
510	0.3255777246
511	0.3248369725
512	0.3245899091
513	0.3244171327
514	0.3241185675
515	0.323695078
516	0.3233389131
517	0.3228463831
518	0.3223428914
519	0.3219071084
520	0.3215177584
521	0.3213160674
522	0.3210385138
523	0.3208954574
524	0.320362042
525	0.3201242137
526	0.3196824079
527	0.3195372188
528	0.3192168567
529	0.318730919
530	0.3185170835
531	0.3181131864
532	0.3175528148
533	0.3173312482
534	0.317024087
535	0.3168365259
536	0.3164010005
537	0.3161016413
538	0.3157443612
539	0.3154209961
540	0.3149534203
541	0.3146321078
542	0.3142324843
543	0.3140431515
544	0.3137126329
545	0.3134222687
546	0.3130041627
547	0.3127946913
548	0.3125031253
549	0.3123879103
550	0.3119679212
551	0.3117649041
552	0.3113060619
553	0.3109593611
554	0.3106824094
555	0.3101241585
556	0.3096663977
557	0.3092979712
558	0.3089988258
559	0.3083713027
560	0.3080035039
561	0.3076414669
562	0.3073129793
563	0.3070938806
564	0.306755195
565	0.3063685353
566	0.3061496309
567	0.3056493774
568	0.30529823
569	0.3049668816
570	0.3048307917
571	0.3045892314
572	0.3041279482
573	0.3037236898
574	0.3034028866
575	0.3029512151
576	0.3026000822
577	0.3021853485
578	0.301799848
579	0.3014399125
580	0.3012267492
581	0.3008378612
582	0.3006881718
583	0.300464443
584	0.3001724551
585	0.2998375664
586	0.299667461
587	0.2994171182
588	0.2989504344
589	0.2987740405
590	0.2985034595
591	0.2982709975
592	0.2979351698
593	0.297480629
594	0.296971646
595	0.2966473782
596	0.2965234388
597	0.2958870884
598	0.2954919672
599	0.2953345098
600	0.2949806324
601	0.294863245
602	0.2945217121
603	0.2938067167
604	0.2934893837
605	0.2932778105
606	0.2930568119
607	0.2927813056
608	0.2922357981
609	0.2920463115
610	0.2916809118
611	0.2914018998
612	0.2910114247
613	0.290670301
614	0.2902042198
615	0.2899252356
616	0.2896161294
617	0.2894336673
618	0.2887935021
619	0.2884963255
620	0.2882697894
621	0.2879805739
622	0.2876411992
623	0.2874706593
624	0.2871834859
625	0.2868608725
626	0.2866615248
627	0.2863955106
628	0.2862272436
629	0.2857801668
630	0.2853861704
631	0.2850874784
632	0.2848499204
633	0.2846678522
634	0.2845414815
635	0.2841279146
636	0.2839041271
637	0.2836153243
638	0.2832014583
639	0.2828788637
640	0.2824548797
641	0.2822047075
642	0.281930715
643	0.2817149187
644	0.2814023009
645	0.2811179245
646	0.2809491802
647	0.280560549
648	0.2804093428
649	0.2799339678
650	0.2797639779
651	0.2796312573
652	0.2793596171
653	0.2790431279
654	0.2788772343
655	0.2786423875
656	0.2783305077
657	0.2779731778
658	0.2776659967
659	0.2774591324
660	0.2772503233
661	0.2770589406
662	0.2767202312
663	0.2765643374
664	0.2761961349
665	0.2757869223
666	0.2755402561
667	0.2751408979
668	0.2749117997
669	0.2747543857
670	0.2745370423
671	0.2742996744
672	0.2741532789
673	0.2740077905
674	0.2738487367
675	0.2734977919
676	0.2733119785
677	0.2728895989
678	0.2723912026
679	0.272120424
680	0.2718807969
681	0.2716162543
682	0.271468183
683	0.2712550405
684	0.271039595
685	0.2708373074
686	0.2705452466
687	0.2701255733
688	0.2697611397
689	0.2694008851
690	0.2692599028
691	0.2690951626
692	0.2689730454
693	0.2685631243
694	0.2683735878
695	0.2681737615
696	0.2679984801
697	0.267833658
698	0.2677052965
699	0.2674560207
700	0.2673539899
701	0.2670997171
702	0.2667795628
703	0.2665578765
704	0.2662691637
705	0.2660429236
706	0.2657453741
707	0.2655871438
708	0.2653684253
709	0.2651198145
710	0.2646214998
711	0.2645207091
712	0.2644070782
713	0.2641239358
714	0.2639682776
715	0.2637670769
716	0.2635721104
717	0.2633609694
718	0.2631277113
719	0.2628436413
720	0.2624077489
721	0.2620997772
722	0.2618918194
723	0.2616226618
724	0.2612930708
725	0.2611374897
726	0.2608578775
727	0.2606591611
728	0.2604340914
729	0.2601063356
730	0.2597378537
731	0.2595699841
732	0.259286067
733	0.2590621783
734	0.2587768101
735	0.2586088076
736	0.2584274753
737	0.2582822023
738	0.2581028346
739	0.2578620796
740	0.2576311475
741	0.2572306979
742	0.2570636631
743	0.2566624351
744	0.2565157561
745	0.2563749364
746	0.2561305048
747	0.2559288737
748	0.2556064516
749	0.2553707443
750	0.2551796687
751	0.2547251884
752	0.2545462482
753	0.2541951299
754	0.253959638
755	0.2535605165
756	0.2533437676
757	0.2530779464
758	0.2529223328
759	0.2527856084
760	0.2524152471
761	0.2521988935
762	0.2519173868
763	0.2515521727
764	0.2513915904
765	0.2509957973
766	0.2507582689
767	0.2505352031
768	0.2503591549
769	0.2499732206
770	0.249868751
771	0.2494706277
772	0.2492384497
773	0.2490521956
774	0.2488642745
775	0.2486170975
776	0.2484240206
777	0.2481283049
778	0.247926357
779	0.247750657
780	0.2475910979
781	0.2472557041
782	0.2468766762
783	0.2466147858
784	0.2464397502
785	0.2463268384
786	0.2462278149
787	0.2460236796
788	0.2458016688
789	0.245582785
790	0.2454160666
791	0.2452929906
792	0.2450384966
793	0.2447810487
794	0.2446242139
795	0.2445160295
796	0.2443265147
797	0.243918978
798	0.2437911444
799	0.2436678191
800	0.2434271437
801	0.2431366003
802	0.242885396
803	0.2427299151
804	0.2425499611
805	0.242398113
806	0.2420687161
807	0.2418934201
808	0.2416170361
809	0.2413415606
810	0.2409996677
811	0.240736752
812	0.240621536
813	0.2404433521
814	0.2400446147
815	0.2399239554
816	0.2396984665
817	0.2395903618
818	0.2395044416
819	0.2392985408
820	0.2390689023
821	0.2389877681
822	0.2386176794
823	0.238311013
824	0.2379675825
825	0.2377589549
826	0.2375005355
827	0.2371384063
828	0.2368851637
829	0.2367362714
830	0.2366106888
831	0.2363139468
832	0.2360520567
833	0.235815533
834	0.2357486058
835	0.2354733475
836	0.2351748647
837	0.2349791823
838	0.2347934039
839	0.2346073962
840	0.2343988191
841	0.2342001655
842	0.2338553594
843	0.2336643375
844	0.2335234892
845	0.2334209461
846	0.2332472441
847	0.2331405823
848	0.2328064117
849	0.2326736208
850	0.2323863018
851	0.2321318171
852	0.2318864734
853	0.2316554003
854	0.231451264
855	0.2311116863
856	0.2309312062
857	0.2306221483
858	0.2302643065
859	0.230175044
860	0.2298892801
861	0.2297084137
862	0.2294895477
863	0.2293368265
864	0.2291053715
865	0.2290066307
866	0.2288321482
867	0.2286001118
868	0.2284297735
869	0.2283069342
870	0.2281355599
871	0.227870285
872	0.2276722475
873	0.2275289979
874	0.2274335597
875	0.227252101
876	0.2271232259
877	0.2268306793
878	0.2266663333
879	0.2265256844
880	0.226327534
881	0.2261309099
882	0.2259937833
883	0.2258586243
884	0.2256953012
885	0.2253960954
886	0.2251077986
887	0.2249485797
888	0.2247766696
889	0.2245992507
890	0.2245044161
891	0.2243306347
892	0.2241980245
893	0.2239697576
894	0.2238229089
895	0.2236759734
896	0.2234983672
897	0.2232299499
898	0.2230596684
899	0.2228084149
900	0.2226273575
901	0.2223503986
902	0.2221134367
903	0.2220522502
904	0.2218274074
905	0.2216191919
906	0.2213469425
907	0.2210981206
908	0.2209244612
909	0.220764926
910	0.2206476038
911	0.2204842316
912	0.2202797695
913	0.2200793655
914	0.2197804343
915	0.2197118408
916	0.219611102
917	0.2193634036
918	0.2191967848
919	0.2190812937
920	0.2186700411
921	0.2185485965
922	0.2182569709
923	0.2180445006
924	0.2177738218
925	0.2176131995
926	0.2174876283
927	0.2172489458
928	0.2171245847
929	0.2168862244
930	0.2166929443
931	0.2163865377
932	0.2160735392
933	0.2159028146
934	0.2157307051
935	0.2154854421
936	0.2152982192
937	0.2151523292
938	0.2150337206
939	0.2149438922
940	0.2147016772
941	0.2144664589
942	0.2143619633
943	0.2141700414
944	0.2138886588
945	0.2137598485
946	0.2135400356
947	0.2134499366
948	0.2131933921
949	0.2129859268
950	0.2127389729
951	0.2126266987
952	0.2124728054
953	0.2123149374
954	0.2121608983
955	0.2120052423
956	0.2118967679
957	0.2117105082
958	0.2115965354
959	0.2111982608
960	0.2110407595
961	0.210836984
962	0.210675673
963	0.2105479839
964	0.2103260057
965	0.2101815483
966	0.2099247359
967	0.2096871424
968	0.209546236
969	0.2093185506
970	0.2092134255
971	0.2091362163
972	0.2089969816
973	0.2088599008
974	0.2086932716
975	0.2085854268
976	0.2083580072
977	0.208203357
978	0.207926097
979	0.2077119585
980	0.2076106523
981	0.2073791827
982	0.207166305
983	0.2070233556
984	0.2068289445
985	0.2066970499
986	0.2064486925
987	0.2062783457
988	0.2060312056
989	0.205897068
990	0.2057289384
991	0.2056510389
992	0.2055790862
993	0.2053069074
994	0.2051724747
995	0.2050904827
996	0.2048443547
997	0.2046695804
998	0.2044545735
999	0.2042345623
